Scheme Code,Scheme Name,Scheme Category,Classification,Main Category,Sub Category,Flag,Commission
101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
103140,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
154395,Shriram Overnight Fund- Direct Daily IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
154394,Shriram Overnight Fund- Direct Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
154396,Shriram Overnight Fund- Direct Monthly IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
154398,Shriram Overnight Fund- Regular Daily IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
154399,Shriram Overnight Fund- Regular Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
154402,Shriram Overnight Fund- Regular Monthly IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146963,Sundaram Overnight Fund Direct Plan - Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
146962,Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146957,Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146959,Sundaram Overnight Fund Regular Plan - Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
146960,Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146961,Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146978,TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146979,TATA Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146980,Tata Overnight Fund-Direct Plan-Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
146977,Tata Overnight Fund-Regular Plan-Growth,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
149796,TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149797,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
149798,TRUST MF OVERNIGHT FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149795,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
149313,Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149312,Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149311,Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149310,Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
147002,Union Overnight Fund - Direct Plan - Daily IDCW Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
147003,Union Overnight Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
147006,Union Overnight Fund - Direct Plan - Monthly IDCW Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146998,Union Overnight Fund - Regular Plan - Daily IDCW Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
146997,Union Overnight Fund - Regular Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
147000,Union Overnight Fund - Regular Plan - Monthly IDCW Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149451,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149452,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149453,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
149454,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,TRUE,OFF
120785,UTI - Overnight Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
124266,UTI Overnight Fund - Direct Plan - Daily IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
120786,UTI Overnight Fund - Direct Plan - Periodic IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,FALSE,OFF
124265,UTI Overnight Fund - Regular Plan - Daily IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Regular,Debt / Fixed Income,Overnight Fund,FALSE,OFF
153436,Zerodha Overnight Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Overnight Fund ),Direct,Debt / Fixed Income,Overnight Fund,TRUE,OFF
119496,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
101843,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
112356,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119497,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120510,Axis Short Duration Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
120511,Axis Short Duration Fund - Direct Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
133894,Axis Short Duration Fund - Direct Plan - Regular IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120512,Axis Short Duration Fund - Direct Plan - Weekly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
112354,Axis Short Duration Fund - Regular Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
112355,Axis Short Duration Fund - Regular Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
133895,Axis Short Duration Fund - Regular Plan - Regular IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
112369,Axis Short Duration Fund - Regular Plan - Weekly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
112721,Axis Short Duration Fund - Retail Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
112723,Axis Short Duration Fund - Retail Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
112722,Axis Short Duration Fund - Retail Plan - Weekly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
143369,Bandhan Short Duration Fund - Direct Plan - Annual IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
118405,Bandhan Short Duration Fund - Direct Plan - Fortnightly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
118407,Bandhan Short Duration Fund - Direct Plan - Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
118406,Bandhan Short Duration Fund - Direct Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
131382,Bandhan Short Duration Fund - Direct Plan - Periodic IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
143367,Bandhan Short Duration Fund - Direct Plan - Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
143368,Bandhan Short Duration Fund - Regular Plan - Annual IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
108713,Bandhan Short Duration Fund - Regular Plan - Fortnightly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
131383,Bandhan Short Duration Fund - Regular Plan - Periodic IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
143366,Bandhan Short Duration Fund - Regular Plan - Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119382,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
119383,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119384,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
111585,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
111589,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
111590,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119400,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
119399,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
140463,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
113036,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
113037,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
140465,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
118320,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
118321,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
118322,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
115077,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
115078,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
115079,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119226,DSP Short Term Fund - Direct Plan - Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
119222,DSP Short Term Fund - Direct Plan - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119224,DSP Short Term Fund - Direct Plan - IDCW - Monthly,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119223,DSP Short Term Fund - Direct Plan - IDCW - Weekly,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
101306,DSP Short Term Fund - IDCW - Monthly,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
101304,DSP Short Term Fund - Regular Plan - Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
101305,DSP Short Term Fund - Regular Plan - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148313,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
148314,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Institutional,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148318,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
148312,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148311,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148319,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148317,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148315,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
148316,Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123708,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
123704,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
123706,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123707,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123705,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123710,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123711,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
123709,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
119015,HDFC Short Term  Debt Fund - Fortnightly IDCW - Direct Plan,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
113048,HDFC Short Term  Debt Fund - Fortnightly IDCW Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
113047,HDFC Short Term  Debt Fund - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
119016,HDFC Short Term  Debt Fund - Growth Option - Direct Plan,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
133367,HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
133368,HDFC Short Term  Debt Fund - Normal IDCW Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151063,HSBC Short Duration Fund -  Regular Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151062,HSBC Short Duration Fund - Bonus,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151070,HSBC Short Duration Fund - Direct Annual IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151067,HSBC Short Duration Fund - Direct Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
151068,HSBC Short Duration Fund - Direct Plan -  Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151069,HSBC Short Duration Fund - Direct Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151071,HSBC Short Duration Fund - Regular Annual IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
151065,HSBC Short Duration Fund - Regular Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
151064,HSBC Short Duration Fund - Regular Quarterly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120754,ICICI Prudential Short Term Fund - Direct Plan - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
120755,ICICI Prudential Short Term Fund - Direct Plan - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
101758,ICICI Prudential Short Term Fund - Growth Option,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
101165,ICICI Prudential Short Term Fund - Monthly IDCW,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120559,Invesco India Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120560,Invesco India Short Duration Fund - Direct Plan - Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
120561,Invesco India Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120563,Invesco India Short Duration Fund - Direct Plan -Discretionary IDCW (Payout / Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
120562,Invesco India Short Duration Fund - Direct Plan -Weekly IDCW (Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Direct,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
105189,Invesco India Short Duration Fund - Plan B - Growth,Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,TRUE,OFF
105187,Invesco India Short Duration Fund - Plan B - Monthly IDCW (Payout / Reinvestment),Open Ended Schemes ( Debt Scheme - Short Duration Fund ),Regular,Debt / Fixed Income,Short Duration Fund,FALSE,OFF
